user_id,start_timestamp,start_date,start_hour,start_day_of_week,city,state,device,age,age_group,income,income_bracket,acquisition_source,completed,dropped_at_step,dropped_at_step_number,step_label,total_time_seconds
USR000019,2026-05-04T03:00:51,04-05-2026,3,Monday,Bengaluru,Karnataka,mobile_android,31,30-34,54856,Upper-Middle,organic_search,1,completed,9,Completed,1392
USR000020,2026-02-10T10:36:59,10-02-2026,10,Tuesday,Kolkata,West Bengal,desktop,43,40-44,47573,Middle,paid_ads,1,completed,9,Completed,1493
USR000021,2026-05-05T21:39:22,05-05-2026,21,Tuesday,Delhi,Delhi,mobile_android,21,21-24,48682,Middle,organic_search,0,step_4_pan_upload,4,PAN Upload,832
USR000022,2026-01-13T00:07:48,13-01-2026,0,Tuesday,Hyderabad,Telangana,mobile_android,29,25-29,78047,Upper-Middle,paid_ads,0,step_5_aadhaar_verify,5,Aadhaar Verify,247
USR000023,2026-06-10T12:39:27,10-06-2026,12,Wednesday,Delhi,Delhi,mobile_android,40,40-44,70356,Upper-Middle,paid_ads,0,step_5_aadhaar_verify,5,Aadhaar Verify,634
USR000024,2026-04-30T08:49:40,30-04-2026,8,Thursday,Kolkata,West Bengal,desktop,39,35-39,64509,Upper-Middle,organic_search,1,completed,9,Completed,240
USR000025,2026-05-18T10:14:16,18-05-2026,10,Monday,Kolkata,West Bengal,mobile_android,29,25-29,33553,Middle,organic_search,1,completed,9,Completed,428
USR000026,2026-05-03T01:46:34,03-05-2026,1,Sunday,Kolkata,West Bengal,desktop,33,30-34,41613,Middle,organic_search,1,completed,9,Completed,1227
USR000027,2026-04-23T06:45:56,23-04-2026,6,Thursday,Hyderabad,Telangana,mobile_android,38,35-39,34974,Middle,referral,0,step_2_otp_verification,2,OTP Verification,786
USR000028,2026-02-06T22:35:03,06-02-2026,22,Friday,Ahmedabad,Gujarat,desktop,28,25-29,36335,Middle,social_media,0,step_6_income_details,6,Income Details,175
USR000029,2026-06-22T07:48:22,22-06-2026,7,Monday,Bengaluru,Karnataka,mobile_android,24,21-24,89224,High,paid_ads,1,completed,9,Completed,600
USR000030,2026-04-06T17:14:23,06-04-2026,17,Monday,Delhi,Delhi,mobile_android,31,30-34,52887,Upper-Middle,social_media,1,completed,9,Completed,276
USR000031,2026-06-23T05:20:29,23-06-2026,5,Tuesday,Chennai,Tamil Nadu,mobile_android,21,21-24,44514,Middle,organic_search,0,step_3_personal_details,3,Personal Details,599
USR000032,2026-01-09T11:55:30,09-01-2026,11,Friday,Bengaluru,Karnataka,desktop,31,30-34,57197,Upper-Middle,referral,0,step_6_income_details,6,Income Details,61
USR000033,2026-03-04T01:03:32,04-03-2026,1,Wednesday,Bengaluru,Karnataka,mobile_ios,21,21-24,84780,High,referral,0,step_4_pan_upload,4,PAN Upload,1330
USR000034,2026-03-08T12:53:41,08-03-2026,12,Sunday,Mumbai,Maharashtra,mobile_android,21,21-24,72747,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,576
USR000035,2026-02-01T23:52:47,01-02-2026,23,Sunday,Delhi,Delhi,mobile_android,38,35-39,82351,High,organic_search,1,completed,9,Completed,376
USR000036,2026-03-18T00:53:49,18-03-2026,0,Wednesday,Mumbai,Maharashtra,desktop,32,30-34,71565,Upper-Middle,social_media,1,completed,9,Completed,1682
USR000037,2026-05-15T15:27:38,15-05-2026,15,Friday,Ahmedabad,Gujarat,mobile_ios,34,30-34,53842,Upper-Middle,paid_ads,1,completed,9,Completed,261
USR000038,2026-04-05T13:13:00,05-04-2026,13,Sunday,Delhi,Delhi,desktop,33,30-34,54554,Upper-Middle,paid_ads,1,completed,9,Completed,411
USR000039,2026-03-30T02:02:26,30-03-2026,2,Monday,Kolkata,West Bengal,mobile_android,30,30-34,50224,Upper-Middle,referral,0,step_1_mobile_entry,1,Mobile Entry,677
USR000040,2026-06-25T01:54:56,25-06-2026,1,Thursday,Chennai,Tamil Nadu,mobile_android,41,40-44,52756,Upper-Middle,social_media,0,step_7_loan_preferences,7,Loan Preferences,1342
USR000041,2026-02-18T22:27:42,18-02-2026,22,Wednesday,Hyderabad,Telangana,desktop,38,35-39,36427,Middle,paid_ads,0,step_3_personal_details,3,Personal Details,730
USR000042,2026-04-06T04:36:48,06-04-2026,4,Monday,Delhi,Delhi,mobile_android,34,30-34,65067,Upper-Middle,social_media,0,step_2_otp_verification,2,OTP Verification,829
USR000043,2026-02-02T21:42:51,02-02-2026,21,Monday,Kolkata,West Bengal,desktop,35,35-39,55590,Upper-Middle,social_media,1,completed,9,Completed,965
USR000044,2026-02-05T02:43:43,05-02-2026,2,Thursday,Bengaluru,Karnataka,mobile_android,24,21-24,99326,High,referral,0,step_5_aadhaar_verify,5,Aadhaar Verify,1217
USR000045,2026-04-19T12:04:59,19-04-2026,12,Sunday,Delhi,Delhi,desktop,36,35-39,72360,Upper-Middle,paid_ads,0,step_1_mobile_entry,1,Mobile Entry,964
USR000046,2026-01-09T03:49:13,09-01-2026,3,Friday,Mumbai,Maharashtra,mobile_ios,25,25-29,71616,Upper-Middle,organic_search,0,step_5_aadhaar_verify,5,Aadhaar Verify,1227
USR000047,2026-05-18T06:18:02,18-05-2026,6,Monday,Bengaluru,Karnataka,mobile_ios,27,25-29,66001,Upper-Middle,organic_search,1,completed,9,Completed,229
USR000048,2026-06-13T01:58:59,13-06-2026,1,Saturday,Mumbai,Maharashtra,mobile_android,21,21-24,66877,Upper-Middle,paid_ads,0,step_6_income_details,6,Income Details,1549
USR000049,2026-05-27T22:25:32,27-05-2026,22,Wednesday,Mumbai,Maharashtra,mobile_android,23,21-24,84811,High,organic_search,1,completed,9,Completed,1766
USR000050,2026-02-27T21:48:31,27-02-2026,21,Friday,Mumbai,Maharashtra,mobile_ios,24,21-24,25745,Middle,organic_search,0,step_3_personal_details,3,Personal Details,1217
USR000051,2026-05-14T23:59:29,14-05-2026,23,Thursday,Chennai,Tamil Nadu,mobile_android,45,45+,49983,Middle,paid_ads,1,completed,9,Completed,1304
USR000052,2026-04-13T09:42:18,13-04-2026,9,Monday,Ahmedabad,Gujarat,desktop,25,25-29,33775,Middle,paid_ads,0,step_7_loan_preferences,7,Loan Preferences,1565
USR000053,2026-04-10T06:27:14,10-04-2026,6,Friday,Bengaluru,Karnataka,mobile_android,34,30-34,77199,Upper-Middle,organic_search,1,completed,9,Completed,1545
USR000054,2026-02-02T14:55:38,02-02-2026,14,Monday,Chennai,Tamil Nadu,desktop,36,35-39,68989,Upper-Middle,paid_ads,1,completed,9,Completed,460
USR000055,2026-04-11T21:34:19,11-04-2026,21,Saturday,Chennai,Tamil Nadu,mobile_ios,21,21-24,65165,Upper-Middle,paid_ads,0,step_1_mobile_entry,1,Mobile Entry,1742
USR000056,2026-05-13T19:53:15,13-05-2026,19,Wednesday,Pune,Maharashtra,mobile_android,37,35-39,40743,Middle,referral,0,step_3_personal_details,3,Personal Details,177
USR000057,2026-02-18T04:05:14,18-02-2026,4,Wednesday,Bengaluru,Karnataka,mobile_ios,35,35-39,74317,Upper-Middle,referral,1,completed,9,Completed,953
USR000058,2026-05-20T07:30:49,20-05-2026,7,Wednesday,Delhi,Delhi,mobile_android,42,40-44,57290,Upper-Middle,paid_ads,0,step_3_personal_details,3,Personal Details,255
USR000059,2026-01-30T09:02:34,30-01-2026,9,Friday,Pune,Maharashtra,mobile_ios,21,21-24,51650,Upper-Middle,paid_ads,0,step_3_personal_details,3,Personal Details,1218
USR000060,2026-02-27T07:13:38,27-02-2026,7,Friday,Bengaluru,Karnataka,mobile_android,32,30-34,40884,Middle,paid_ads,1,completed,9,Completed,591
USR000061,2026-02-07T12:05:09,07-02-2026,12,Saturday,Bengaluru,Karnataka,tablet,26,25-29,87166,High,paid_ads,0,step_2_otp_verification,2,OTP Verification,431
USR000062,2026-04-11T10:24:11,11-04-2026,10,Saturday,Chennai,Tamil Nadu,desktop,54,45+,45476,Middle,email,1,completed,9,Completed,1085
USR000063,2026-03-04T08:56:06,04-03-2026,8,Wednesday,Ahmedabad,Gujarat,desktop,21,21-24,31022,Middle,paid_ads,1,completed,9,Completed,1595
USR000064,2026-04-03T13:14:33,03-04-2026,13,Friday,Bengaluru,Karnataka,mobile_android,32,30-34,29011,Middle,email,1,completed,9,Completed,414
USR000065,2026-01-09T16:17:41,09-01-2026,16,Friday,Delhi,Delhi,mobile_android,42,40-44,68865,Upper-Middle,referral,1,completed,9,Completed,1019
USR000066,2026-01-26T19:33:31,26-01-2026,19,Monday,Ahmedabad,Gujarat,tablet,27,25-29,19940,Low,referral,1,completed,9,Completed,990
USR000067,2026-03-13T12:14:18,13-03-2026,12,Friday,Mumbai,Maharashtra,mobile_ios,45,45+,52615,Upper-Middle,organic_search,1,completed,9,Completed,560
USR000068,2026-06-20T21:48:04,20-06-2026,21,Saturday,Kolkata,West Bengal,mobile_android,34,30-34,31543,Middle,organic_search,1,completed,9,Completed,604
USR000069,2026-05-25T18:07:13,25-05-2026,18,Monday,Bengaluru,Karnataka,desktop,26,25-29,85103,High,organic_search,0,step_5_aadhaar_verify,5,Aadhaar Verify,817
USR000070,2026-02-27T05:22:56,27-02-2026,5,Friday,Mumbai,Maharashtra,mobile_android,36,35-39,51748,Upper-Middle,organic_search,1,completed,9,Completed,671
USR000071,2026-03-09T10:10:34,09-03-2026,10,Monday,Mumbai,Maharashtra,mobile_android,21,21-24,58106,Upper-Middle,paid_ads,1,completed,9,Completed,1732
USR000072,2026-02-20T18:27:55,20-02-2026,18,Friday,Pune,Maharashtra,mobile_ios,30,30-34,54367,Upper-Middle,social_media,0,step_1_mobile_entry,1,Mobile Entry,1208
USR000073,2026-05-30T15:39:07,30-05-2026,15,Saturday,Mumbai,Maharashtra,mobile_ios,28,25-29,66018,Upper-Middle,social_media,1,completed,9,Completed,1741
USR000074,2026-02-25T06:49:19,25-02-2026,6,Wednesday,Bengaluru,Karnataka,mobile_ios,28,25-29,100283,High,social_media,0,step_4_pan_upload,4,PAN Upload,396
USR000075,2026-01-11T01:46:21,11-01-2026,1,Sunday,Delhi,Delhi,mobile_android,38,35-39,58311,Upper-Middle,social_media,0,step_3_personal_details,3,Personal Details,903
USR000076,2026-02-14T13:36:39,14-02-2026,13,Saturday,Mumbai,Maharashtra,mobile_android,42,40-44,62501,Upper-Middle,paid_ads,1,completed,9,Completed,1233
USR000077,2026-06-07T09:40:41,07-06-2026,9,Sunday,Ahmedabad,Gujarat,mobile_android,55,45+,34657,Middle,social_media,1,completed,9,Completed,192
USR000078,2026-01-23T03:56:00,23-01-2026,3,Friday,Bengaluru,Karnataka,mobile_ios,44,40-44,35016,Middle,organic_search,0,step_4_pan_upload,4,PAN Upload,888
USR000079,2026-03-10T19:08:56,10-03-2026,19,Tuesday,Pune,Maharashtra,mobile_android,43,40-44,25760,Middle,organic_search,1,completed,9,Completed,1272
USR000080,2026-05-22T02:22:33,22-05-2026,2,Friday,Pune,Maharashtra,mobile_android,39,35-39,70491,Upper-Middle,social_media,1,completed,9,Completed,146
USR000081,2026-01-07T13:11:53,07-01-2026,13,Wednesday,Pune,Maharashtra,mobile_android,41,40-44,52827,Upper-Middle,paid_ads,1,completed,9,Completed,79
USR000082,2026-05-14T00:02:00,14-05-2026,0,Thursday,Hyderabad,Telangana,mobile_android,48,45+,64429,Upper-Middle,paid_ads,0,step_5_aadhaar_verify,5,Aadhaar Verify,803
USR000083,2026-01-20T19:15:20,20-01-2026,19,Tuesday,Kolkata,West Bengal,desktop,40,40-44,54657,Upper-Middle,social_media,1,completed,9,Completed,1210
USR000084,2026-03-28T00:34:37,28-03-2026,0,Saturday,Mumbai,Maharashtra,mobile_android,21,21-24,84832,High,social_media,0,step_2_otp_verification,2,OTP Verification,1679
USR000085,2026-01-06T16:27:45,06-01-2026,16,Tuesday,Delhi,Delhi,mobile_ios,21,21-24,65055,Upper-Middle,organic_search,0,step_1_mobile_entry,1,Mobile Entry,1424
USR000086,2026-04-30T04:26:03,30-04-2026,4,Thursday,Bengaluru,Karnataka,desktop,26,25-29,84398,High,paid_ads,1,completed,9,Completed,106
USR000087,2026-02-17T17:10:05,17-02-2026,17,Tuesday,Delhi,Delhi,desktop,26,25-29,76684,Upper-Middle,paid_ads,0,step_1_mobile_entry,1,Mobile Entry,657
USR000088,2026-01-03T06:29:41,03-01-2026,6,Saturday,Pune,Maharashtra,mobile_android,25,25-29,39420,Middle,referral,1,completed,9,Completed,177
USR000089,2026-04-16T09:23:53,16-04-2026,9,Thursday,Pune,Maharashtra,mobile_ios,28,25-29,49767,Middle,social_media,1,completed,9,Completed,1739
USR000090,2026-02-14T09:09:25,14-02-2026,9,Saturday,Delhi,Delhi,mobile_ios,29,25-29,56573,Upper-Middle,paid_ads,0,step_2_otp_verification,2,OTP Verification,378
USR000091,2026-02-12T17:55:12,12-02-2026,17,Thursday,Kolkata,West Bengal,mobile_android,21,21-24,62580,Upper-Middle,social_media,1,completed,9,Completed,253
USR000092,2026-02-05T02:56:55,05-02-2026,2,Thursday,Mumbai,Maharashtra,mobile_android,46,45+,42728,Middle,email,0,step_2_otp_verification,2,OTP Verification,170
USR000093,2026-05-21T02:48:36,21-05-2026,2,Thursday,Mumbai,Maharashtra,desktop,24,21-24,57528,Upper-Middle,referral,0,step_6_income_details,6,Income Details,1643
USR000094,2026-03-03T19:29:02,03-03-2026,19,Tuesday,Mumbai,Maharashtra,mobile_ios,21,21-24,82130,High,organic_search,1,completed,9,Completed,390
USR000095,2026-06-23T19:07:00,23-06-2026,19,Tuesday,Mumbai,Maharashtra,mobile_android,34,30-34,35314,Middle,paid_ads,0,step_3_personal_details,3,Personal Details,305
USR000096,2026-01-31T21:49:57,31-01-2026,21,Saturday,Pune,Maharashtra,mobile_android,21,21-24,54232,Upper-Middle,email,0,step_6_income_details,6,Income Details,1456
USR000097,2026-03-19T20:01:06,19-03-2026,20,Thursday,Ahmedabad,Gujarat,mobile_android,23,21-24,39413,Middle,organic_search,0,step_2_otp_verification,2,OTP Verification,1663
USR000098,2026-01-09T04:57:10,09-01-2026,4,Friday,Chennai,Tamil Nadu,mobile_android,22,21-24,68178,Upper-Middle,paid_ads,0,step_5_aadhaar_verify,5,Aadhaar Verify,949
USR000099,2026-03-27T03:49:41,27-03-2026,3,Friday,Chennai,Tamil Nadu,mobile_android,36,35-39,32127,Middle,organic_search,1,completed,9,Completed,147
USR000100,2026-05-27T22:24:43,27-05-2026,22,Wednesday,Mumbai,Maharashtra,mobile_android,33,30-34,55788,Upper-Middle,paid_ads,0,step_3_personal_details,3,Personal Details,215
USR000101,2026-05-19T08:28:55,19-05-2026,8,Tuesday,Mumbai,Maharashtra,desktop,42,40-44,85195,High,referral,0,step_3_personal_details,3,Personal Details,1423
USR000102,2026-06-11T14:25:52,11-06-2026,14,Thursday,Bengaluru,Karnataka,mobile_android,30,30-34,85824,High,organic_search,1,completed,9,Completed,1200
USR000103,2026-03-25T03:21:50,25-03-2026,3,Wednesday,Chennai,Tamil Nadu,mobile_ios,32,30-34,48477,Middle,paid_ads,0,step_4_pan_upload,4,PAN Upload,818
USR000104,2026-04-11T00:44:12,11-04-2026,0,Saturday,Bengaluru,Karnataka,mobile_android,35,35-39,62484,Upper-Middle,paid_ads,1,completed,9,Completed,1691
USR000105,2026-02-17T18:05:53,17-02-2026,18,Tuesday,Chennai,Tamil Nadu,desktop,23,21-24,38652,Middle,paid_ads,1,completed,9,Completed,1466
USR000106,2026-06-08T06:57:49,08-06-2026,6,Monday,Chennai,Tamil Nadu,mobile_android,21,21-24,70397,Upper-Middle,paid_ads,1,completed,9,Completed,829
USR000107,2026-04-08T15:08:31,08-04-2026,15,Wednesday,Ahmedabad,Gujarat,mobile_android,21,21-24,43980,Middle,paid_ads,0,step_7_loan_preferences,7,Loan Preferences,342
USR000108,2026-03-28T05:24:35,28-03-2026,5,Saturday,Delhi,Delhi,mobile_ios,24,21-24,46622,Middle,social_media,0,step_4_pan_upload,4,PAN Upload,1213
USR000109,2026-02-03T17:32:13,03-02-2026,17,Tuesday,Mumbai,Maharashtra,mobile_android,37,35-39,64459,Upper-Middle,paid_ads,0,step_8_final_submit,8,Final Submit,728
USR000110,2026-03-31T18:50:21,31-03-2026,18,Tuesday,Delhi,Delhi,mobile_android,25,25-29,29361,Middle,social_media,0,step_7_loan_preferences,7,Loan Preferences,1053
USR000111,2026-01-08T21:54:58,08-01-2026,21,Thursday,Kolkata,West Bengal,desktop,35,35-39,48240,Middle,organic_search,1,completed,9,Completed,482
USR000112,2026-02-27T07:59:04,27-02-2026,7,Friday,Mumbai,Maharashtra,mobile_ios,24,21-24,32871,Middle,paid_ads,1,completed,9,Completed,1005
USR000113,2026-02-28T14:06:52,28-02-2026,14,Saturday,Chennai,Tamil Nadu,mobile_android,27,25-29,21783,Low,organic_search,0,step_2_otp_verification,2,OTP Verification,1543
USR000114,2026-02-26T00:15:59,26-02-2026,0,Thursday,Ahmedabad,Gujarat,mobile_android,34,30-34,42913,Middle,paid_ads,1,completed,9,Completed,381
USR000115,2026-03-05T04:51:20,05-03-2026,4,Thursday,Pune,Maharashtra,mobile_android,27,25-29,54866,Upper-Middle,paid_ads,1,completed,9,Completed,1107
USR000116,2026-01-02T10:36:32,02-01-2026,10,Friday,Hyderabad,Telangana,mobile_android,29,25-29,50328,Upper-Middle,organic_search,0,step_7_loan_preferences,7,Loan Preferences,591
USR000117,2026-01-12T18:19:36,12-01-2026,18,Monday,Mumbai,Maharashtra,mobile_android,32,30-34,79405,Upper-Middle,paid_ads,1,completed,9,Completed,1197
USR000118,2026-02-22T03:14:19,22-02-2026,3,Sunday,Kolkata,West Bengal,desktop,33,30-34,43769,Middle,social_media,0,step_5_aadhaar_verify,5,Aadhaar Verify,141
USR000119,2026-01-04T21:50:06,04-01-2026,21,Sunday,Hyderabad,Telangana,mobile_ios,47,45+,80809,High,social_media,1,completed,9,Completed,966
USR000120,2026-04-10T09:40:44,10-04-2026,9,Friday,Hyderabad,Telangana,mobile_android,32,30-34,73256,Upper-Middle,paid_ads,0,step_3_personal_details,3,Personal Details,724
USR000121,2026-02-07T09:42:54,07-02-2026,9,Saturday,Kolkata,West Bengal,mobile_android,32,30-34,38415,Middle,paid_ads,1,completed,9,Completed,1329
USR000122,2026-01-10T01:00:57,10-01-2026,1,Saturday,Mumbai,Maharashtra,mobile_ios,44,40-44,45770,Middle,organic_search,1,completed,9,Completed,926
USR000123,2026-02-05T17:04:43,05-02-2026,17,Thursday,Hyderabad,Telangana,mobile_android,25,25-29,68401,Upper-Middle,paid_ads,1,completed,9,Completed,909
USR000124,2026-03-19T16:12:10,19-03-2026,16,Thursday,Hyderabad,Telangana,mobile_android,37,35-39,57860,Upper-Middle,social_media,0,step_2_otp_verification,2,OTP Verification,376
USR000125,2026-05-19T06:55:54,19-05-2026,6,Tuesday,Chennai,Tamil Nadu,mobile_android,26,25-29,56932,Upper-Middle,referral,1,completed,9,Completed,914
USR000126,2026-05-17T05:22:10,17-05-2026,5,Sunday,Bengaluru,Karnataka,mobile_ios,38,35-39,88365,High,email,0,step_4_pan_upload,4,PAN Upload,992
USR000127,2026-01-04T13:08:06,04-01-2026,13,Sunday,Mumbai,Maharashtra,desktop,39,35-39,98420,High,organic_search,1,completed,9,Completed,319
USR000128,2026-03-30T11:42:33,30-03-2026,11,Monday,Bengaluru,Karnataka,mobile_ios,30,30-34,74606,Upper-Middle,referral,0,step_7_loan_preferences,7,Loan Preferences,1592
USR000129,2026-05-27T21:57:00,27-05-2026,21,Wednesday,Kolkata,West Bengal,mobile_android,31,30-34,37447,Middle,paid_ads,0,step_6_income_details,6,Income Details,1612
USR000130,2026-05-04T19:47:19,04-05-2026,19,Monday,Ahmedabad,Gujarat,mobile_android,43,40-44,34269,Middle,paid_ads,0,step_5_aadhaar_verify,5,Aadhaar Verify,1488
USR000131,2026-03-25T14:02:47,25-03-2026,14,Wednesday,Mumbai,Maharashtra,tablet,21,21-24,61615,Upper-Middle,referral,1,completed,9,Completed,293
USR000132,2026-02-28T12:17:57,28-02-2026,12,Saturday,Bengaluru,Karnataka,mobile_android,21,21-24,96954,High,social_media,1,completed,9,Completed,1670
USR000133,2026-01-16T01:38:17,16-01-2026,1,Friday,Delhi,Delhi,mobile_android,43,40-44,56837,Upper-Middle,social_media,0,step_6_income_details,6,Income Details,1468
USR000134,2026-05-05T02:32:19,05-05-2026,2,Tuesday,Kolkata,West Bengal,desktop,22,21-24,47297,Middle,paid_ads,0,step_6_income_details,6,Income Details,734
USR000135,2026-02-04T10:45:08,04-02-2026,10,Wednesday,Mumbai,Maharashtra,mobile_android,43,40-44,73496,Upper-Middle,social_media,1,completed,9,Completed,1213
USR000136,2026-04-21T01:13:14,21-04-2026,1,Tuesday,Delhi,Delhi,mobile_android,33,30-34,22050,Low,paid_ads,0,step_1_mobile_entry,1,Mobile Entry,1608
USR000137,2026-02-23T00:19:19,23-02-2026,0,Monday,Bengaluru,Karnataka,mobile_android,33,30-34,104774,High,organic_search,0,step_6_income_details,6,Income Details,1052
USR000138,2026-05-20T05:24:21,20-05-2026,5,Wednesday,Kolkata,West Bengal,mobile_android,42,40-44,18619,Low,social_media,0,step_2_otp_verification,2,OTP Verification,712
USR000139,2026-04-03T13:38:15,03-04-2026,13,Friday,Pune,Maharashtra,mobile_android,21,21-24,20729,Low,referral,1,completed,9,Completed,421
USR000140,2026-05-28T08:59:10,28-05-2026,8,Thursday,Chennai,Tamil Nadu,desktop,34,30-34,66172,Upper-Middle,referral,0,step_6_income_details,6,Income Details,356
USR000141,2026-04-11T15:03:46,11-04-2026,15,Saturday,Mumbai,Maharashtra,mobile_ios,27,25-29,59020,Upper-Middle,paid_ads,1,completed,9,Completed,1016
USR000142,2026-03-19T18:08:00,19-03-2026,18,Thursday,Hyderabad,Telangana,desktop,34,30-34,38478,Middle,social_media,1,completed,9,Completed,1704
USR000143,2026-01-23T19:39:02,23-01-2026,19,Friday,Bengaluru,Karnataka,mobile_ios,48,45+,76206,Upper-Middle,referral,1,completed,9,Completed,784
USR000144,2026-04-13T03:36:31,13-04-2026,3,Monday,Delhi,Delhi,mobile_ios,37,35-39,63322,Upper-Middle,social_media,0,step_5_aadhaar_verify,5,Aadhaar Verify,1135
USR000145,2026-03-29T06:10:47,29-03-2026,6,Sunday,Bengaluru,Karnataka,mobile_ios,39,35-39,102804,High,organic_search,1,completed,9,Completed,447
USR000146,2026-03-01T10:24:37,01-03-2026,10,Sunday,Mumbai,Maharashtra,mobile_android,26,25-29,69779,Upper-Middle,referral,1,completed,9,Completed,265
USR000147,2026-04-15T01:31:21,15-04-2026,1,Wednesday,Mumbai,Maharashtra,mobile_android,34,30-34,44265,Middle,social_media,0,step_3_personal_details,3,Personal Details,1069
USR000148,2026-04-24T00:02:33,24-04-2026,0,Friday,Mumbai,Maharashtra,tablet,40,40-44,56217,Upper-Middle,paid_ads,1,completed,9,Completed,1661
USR000149,2026-03-04T01:43:32,04-03-2026,1,Wednesday,Pune,Maharashtra,desktop,21,21-24,87581,High,social_media,0,step_4_pan_upload,4,PAN Upload,1531
USR000150,2026-04-23T10:00:08,23-04-2026,10,Thursday,Mumbai,Maharashtra,mobile_ios,29,25-29,46260,Middle,social_media,1,completed,9,Completed,1003
USR000151,2026-03-26T23:25:16,26-03-2026,23,Thursday,Delhi,Delhi,mobile_android,21,21-24,50475,Upper-Middle,organic_search,1,completed,9,Completed,185
USR000152,2026-02-12T18:06:58,12-02-2026,18,Thursday,Delhi,Delhi,desktop,44,40-44,40443,Middle,social_media,1,completed,9,Completed,1073
USR000153,2026-02-02T08:30:57,02-02-2026,8,Monday,Bengaluru,Karnataka,tablet,29,25-29,63513,Upper-Middle,organic_search,0,step_4_pan_upload,4,PAN Upload,1197
USR000154,2026-03-07T10:11:50,07-03-2026,10,Saturday,Chennai,Tamil Nadu,mobile_android,31,30-34,52368,Upper-Middle,organic_search,1,completed,9,Completed,611
USR000155,2026-02-17T21:59:53,17-02-2026,21,Tuesday,Delhi,Delhi,mobile_android,41,40-44,48672,Middle,paid_ads,1,completed,9,Completed,1350
USR000156,2026-03-17T01:16:34,17-03-2026,1,Tuesday,Mumbai,Maharashtra,mobile_android,32,30-34,75127,Upper-Middle,social_media,0,step_2_otp_verification,2,OTP Verification,992
USR000157,2026-06-23T22:38:11,23-06-2026,22,Tuesday,Bengaluru,Karnataka,desktop,50,45+,53126,Upper-Middle,organic_search,1,completed,9,Completed,734
USR000158,2026-03-13T04:38:53,13-03-2026,4,Friday,Mumbai,Maharashtra,mobile_ios,41,40-44,95268,High,paid_ads,1,completed,9,Completed,1549
